milestone, 1, 2, 3, 5, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100
178645 , 179165 , 180266 , 182481 , 186576 , 187414 , 191353 , 202902 , 208518 , 208542 , 208542 , 208542 , 208542 , 208542 , 
56025.3 , 61098.3 , 65801.2 , 69003.5 , 72451.8 , 84357.8 , 86325.6 , 86325.6 , 87138.7 , 87138.7 , 87138.7 , 87138.7 , 87138.7 , 87138.7 , 
174081 , 175361 , 179484 , 182457 , 185566 , 187972 , 189752 , 203321 , 208196 , 208196 , 208196 , 208196 , 208196 , 208196 , 
216588 , 218815 , 218815 , 220161 , 221813 , 226405 , 227108 , 235363 , 240025 , 240025 , 240025 , 240025 , 240025 , 240025 , 
222060 , 223736 , 224390 , 224798 , 226564 , 228322 , 228666 , 235085 , 240179 , 240537 , 241633 , 241633 , 241633 , 241633 , 
45173.2 , 55005.9 , 58738.4 , 60625.2 , 66880.9 , 75658.5 , 78509.6 , 79843.7 , 82159.2 , 82159.2 , 82159.2 , 82159.2 , 82159.2 , 82159.2 , 
7652.1 , 8656.1 , 8619.7 , 9152.1 , 9812.7 , 10277.7 , 10427.1 , 10752.3 , 11498.7 , 11713.6 , 11713.6 , 11713.6 , 11710.5 , 11709.1 , 
41541.3 , 44469.1 , 46550.9 , 49604 , 54749.3 , 60853.4 , 63869.9 , 66959.4 , 69217.1 , 69405.9 , 70438.5 , 70438.5 , 70438.5 , 70438.5 , 
228433 , 229836 , 229994 , 230876 , 231583 , 237571 , 237508 , 241651 , 242607 , 242628 , 243566 , 246229 , 247158 , 247158 , 
17186.1 , 17881.4 , 18321.6 , 20150.9 , 21383.8 , 25469.5 , 26155.3 , 26266.1 , 26530 , 26597 , 26774.1 , 26774.1 , 26774.1 , 26774.1 , 
12897.3 , 14069.9 , 14758.6 , 15190.2 , 16815.2 , 19472 , 20136.1 , 20397.4 , 20576.7 , 20576.7 , 20576.7 , 20576.7 , 20576.7 , 20576.7 , 
52511.3 , 52825.1 , 53148.2 , 53673.5 , 54525.7 , 54935.2 , 55586.8 , 56674.6 , 57838.5 , 57974.3 , 58623.9 , 58605.1 , 58597.5 , 58623.9 , 
2345.8 , 2752.2 , 2869 , 3146.9 , 3466.1 , 3711.7 , 3848.8 , 3919 , 3989.8 , 4001.6 , 4001.6 , 4001.6 , 4001.6 , 4001.6 , 
45161.7 , 46291.2 , 46538.7 , 47040.5 , 48215.3 , 48972.1 , 49452.6 , 52510.9 , 53405.5 , 53405.5 , 53405.5 , 53405.5 , 53405.5 , 53405.5 , 
